Email,Q1,Q2,Observation,Name,ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,starting Date,end Date,percentage,current Location,current TL,all Locations,current PMs,current PA,pms History,current DDs,assignment Type,comments,Project Studio,Studio,Office,dds History,business Unit Tag,business Unit Name,replacement reason,organizational Unit Type,billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user1@mail,4,5,xxxxxxxxxxxxx,User6,126,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,5,5,xxxxxxxxxxxxx,User30,127,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,11,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,1,2,xxxxxxxxxxxxx,User82,128,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user3@mail,4,5,xxxxxxxxxxxxx,User83,129,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,5,5,xxxxxxxxxxxxx,User84,130,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,91,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,3,1,xxxxxxxxxxxxx,User151,131,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,5,3,xxxxxxxxxxxxx,User152,132,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,3,4,xxxxxxxxxxxxx,User153,133,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,82,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,3,1,xxxxxxxxxxxxx,User220,134,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,2,4,xxxxxxxxxxxxx,User221,135,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,4,2,xxxxxxxxxxxxx,User222,136,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,84,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,1,2,xxxxxxxxxxxxx,User289,137,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user5@mail,4,3,xxxxxxxxxxxxx,User290,138,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,3,3,xxxxxxxxxxxxx,User291,139,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,41,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,3,4,xxxxxxxxxxxxx,User358,140,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,5,4,xxxxxxxxxxxxx,User359,141,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,2,3,xxxxxxxxxxxxx,User360,142,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,60,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,5,3,xxxxxxxxxxxxx,User427,143,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,1,2,xxxxxxxxxxxxx,User428,144,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,2,4,xxxxxxxxxxxxx,User429,145,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,28,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,2,4,xxxxxxxxxxxxx,User496,146,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,5,2,xxxxxxxxxxxxx,User497,147,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,3,2,xxxxxxxxxxxxx,User498,148,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,66,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,4,5,xxxxxxxxxxxxx,User11,149,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,100,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,4,5,xxxxxxxxxxxxx,User15,150,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,100,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,5,2,xxxxxxxxxxxxx,User85,151,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,25,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,1,3,xxxxxxxxxxxxx,User86,152,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,5,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,3,4,xxxxxxxxxxxxx,User154,153,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-55,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user5@mail,3,4,xxxxxxxxxxxxx,User155,154,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-75,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,1,2,xxxxxxxxxxxxx,User223,155,Business Analyst,Sr,CLI3,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-135,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,5,1,xxxxxxxxxxxxx,User224,156,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-155,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,3,1,xxxxxxxxxxxxx,User292,157,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-215,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,4,5,xxxxxxxxxxxxx,User293,158,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-235,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,3,1,xxxxxxxxxxxxx,User361,159,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-295,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,2,1,xxxxxxxxxxxxx,User362,160,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-315,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,5,4,xxxxxxxxxxxxx,User430,161,Business Analyst,Sr,CLI3,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-375,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,1,4,xxxxxxxxxxxxx,User431,162,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,-395,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,4,2,xxxxxxxxxxxxx,User499,163,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,91,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,4,2,xxxxxxxxxxxxx,User500,164,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,WinGlob,6/8/15,12/31/20,49,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,5,3,xxxxxxxxxxxxx,User5,165,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,50,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,1,3,xxxxxxxxxxxxx,User18,166,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,50,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,1,2,xxxxxxxxxxxxx,User19,167,Web Mobile Developer,SSr,CLI1,Netflix,CLA055,Net and Chill,6/8/15,12/31/20,19,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,4,5,xxxxxxxxxxxxx,User87,168,SQL Developer,Jr,CLI2,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-15,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,5,5,xxxxxxxxxxxxx,User88,169,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-35,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,5,2,xxxxxxxxxxxxx,User89,170,UX,Arq,CLI4,Netflix,CLA055,Net and Chill,6/8/15,12/31/20,10,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,4,1,xxxxxxxxxxxxx,User156,171,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-95,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,5,5,xxxxxxxxxxxxx,User157,172,UX,Arq,CLI4,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-115,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,4,1,xxxxxxxxxxxxx,User158,173,Java Developer,Jr. adv,CLI5,Netflix,CLA055,Net and Chill,6/8/15,12/31/20,96,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,5,2,xxxxxxxxxxxxx,User225,174,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-175,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,2,3,xxxxxxxxxxxxx,User226,175,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-195,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,1,3,xxxxxxxxxxxxx,User227,176,SQL Developer,Jr,CLI2,Netflix,CLA055,Net and Chill,6/8/15,12/31/20,34,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,2,2,xxxxxxxxxxxxx,User294,177,SQL Developer,Jr,CLI2,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-255,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,3,3,xxxxxxxxxxxxx,User295,178,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-275,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,2,2,xxxxxxxxxxxxx,User296,179,UX,Arq,CLI4,Netflix,CLA055,Net and Chill,6/8/15,12/31/20,87,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,2,3,xxxxxxxxxxxxx,User363,180,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-335,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,1,3,xxxxxxxxxxxxx,User364,181,UX,Arq,CLI4,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-355,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,3,1,xxxxxxxxxxxxx,User365,182,Java Developer,Jr. adv,CLI5,Netflix,CLA055,Net and Chill,6/8/15,12/31/20,39,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,4,4,xxxxxxxxxxxxx,User432,183,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-415,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,3,5,xxxxxxxxxxxxx,User433,184,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Net and Chill,6/8/15,12/31/20,-435,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,1,4,xxxxxxxxxxxxx,User434,185,SQL Developer,Jr,CLI2,Netflix,CLA055,Net and Chill,6/8/15,12/31/20,67,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,2,3,xxxxxxxxxxxxx,User9,186,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,1,3,xxxxxxxxxxxxx,User14,187,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,1,3,xxxxxxxxxxxxx,User90,188,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,1,2,xxxxxxxxxxxxx,User91,189,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,5,1,xxxxxxxxxxxxx,User159,190,SQL Developer,Jr,CLI2,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
