Glober email,Glober,Legal ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,Starting Date,End Date,Percentage,Current Location,Current TL,All Locations,Current PMs,Current PA,PMs History,Current DDs,Assignment Type,Comments,Project Studio,Glober Studio/BU,Glober Office,DDs History,Business Unit Tag,Business Unit Name,Replacement reason,Organizational Unit Type,Billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user1@mail,User221,135,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User222,136,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,84,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User289,137,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user5@mail,User290,138,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user1@mail,User291,139,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,41,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user3@mail,User358,140,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User359,141,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user5@mail,User360,142,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,60,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User427,143,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User428,144,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User429,145,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,28,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user1@mail,User496,146,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user2@mail,User497,147,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User498,148,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,66,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User11,149,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,100,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User15,150,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,100,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User85,151,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,25,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User86,152,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,5,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User154,153,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-55,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user5@mail,User155,154,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-75,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User223,155,Business Analyst,Sr,CLI3,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-135,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User224,156,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-155,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User292,157,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-215,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User293,158,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-235,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User361,159,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-295,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user2@mail,User362,160,SQL Developer,Jr,CLI2,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-315,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User430,161,Business Analyst,Sr,CLI3,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-375,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User431,162,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,-395,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user4@mail,User499,163,UX,Arq,CLI4,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,91,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user5@mail,User500,164,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,WinGlob,6/8/2015,12/31/20,49,USA/CB1,Fabio Toledo,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User5,165,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,50,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User18,166,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,50,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User19,167,Web Mobile Developer,SSr,CLI1,Netflix,CLA055,Net and Chill,6/8/2015,12/31/20,19,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user2@mail,User87,168,SQL Developer,Jr,CLI2,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-15,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User88,169,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-35,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User89,170,UX,Arq,CLI4,Netflix,CLA055,Net and Chill,6/8/2015,12/31/20,10,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User156,171,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-95,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user2@mail,User157,172,UX,Arq,CLI4,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-115,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User158,173,Java Developer,Jr. adv,CLI5,Netflix,CLA055,Net and Chill,6/8/2015,12/31/20,96,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User225,174,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-175,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User226,175,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-195,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user2@mail,User227,176,SQL Developer,Jr,CLI2,Netflix,CLA055,Net and Chill,6/8/2015,12/31/20,34,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User294,177,SQL Developer,Jr,CLI2,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-255,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User295,178,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-275,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User296,179,UX,Arq,CLI4,Netflix,CLA055,Net and Chill,6/8/2015,12/31/20,87,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User363,180,Business Analyst,Sr,CLI3,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-335,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User364,181,UX,Arq,CLI4,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-355,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user5@mail,User365,182,Java Developer,Jr. adv,CLI5,Netflix,CLA055,Net and Chill,6/8/2015,12/31/20,39,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User432,183,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-415,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User433,184,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Net and Chill,6/8/2015,12/31/20,-435,USA/CB1,Tobias Aaham,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user4@mail,User434,185,SQL Developer,Jr,CLI2,Netflix,CLA055,Net and Chill,6/8/2015,12/31/20,67,USA/CB1,Tobias Aaham,AR/CB1,Harry Wilson,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,USA/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User9,186,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User14,187,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User90,188,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User91,189,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user4@mail,User159,190,SQL Developer,Jr,CLI2,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User160,191,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user3@mail,User228,192,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User229,193,UX,Arq,CLI4,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User297,194,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User298,195,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user1@mail,User366,196,SQL Developer,Jr,CLI2,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User367,197,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User435,198,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User436,199,UX,Arq,CLI4,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User31,200,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,49,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User32,201,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,48,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User33,202,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,42,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User34,203,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,18,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
