Glober email,Glober,Legal ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,Starting Date,End Date,Percentage,Current Location,Current TL,All Locations,Current PMs,Current PA,PMs History,Current DDs,Assignment Type,Comments,Project Studio,Glober Studio/BU,Glober Office,DDs History,Business Unit Tag,Business Unit Name,Replacement reason,Organizational Unit Type,Billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user2@mail,User480,2500,Business Analyst,Sr,CLI3,Netflix,CLA057,Netflix Mobile,6/8/2015,12/31/20,19,AR/CB1,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User57,2501,Business Analyst,Sr,CLI3,Netflix,CLA057,Netflix Mobile,6/8/2015,12/31/20,16,AR/CB1,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,User58,2502,UX,Arq,CLI4,Netflix,CLA058,Netflix Mobile,6/8/2015,12/31/20,99,AR/CB1,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,User59,2503,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,64,AR/CB1,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,User60,2504,SQL Developer,Jr,CLI2,Netflix,CLA056,Netflix Mobile,6/8/2015,12/31/20,61,USA/CB1,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User126,2505,Java Developer,Jr. adv,CLI5,Netflix,CLA057,Netflix Mobile,6/8/2015,12/31/20,61,USA/CB1,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User127,2506,Web Mobile Developer,SSr,CLI1,Netflix,CLA058,Netflix Mobile,6/8/2015,12/31/20,82,USA/CB1,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,User128,2507,SQL Developer,Jr,CLI2,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,8,USA/CB1,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,User129,2508,Business Analyst,Sr,CLI3,Netflix,CLA056,Netflix Mobile,6/8/2015,12/31/20,76,USA/CB1,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User195,2509,SQL Developer,Jr,CLI2,Netflix,CLA057,Netflix Mobile,6/8/2015,12/31/20,100,USA/CB1,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User196,2510,Business Analyst,Sr,CLI3,Netflix,CLA058,Netflix Mobile,6/8/2015,12/31/20,24,USA/CB1,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User197,2511,UX,Arq,CLI4,Netflix,CLA059,Netflix Mobile,6/8/2015,12/31/20,13,USA/CB1,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,User198,2512,Java Developer,Jr. adv,CLI5,Netflix,CLA056,Netflix Mobile,6/8/2015,12/31/20,23,USA/CB1,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,User264,2513,Business Analyst,Sr,CLI3,Samsung,CLA057,SamGlob,6/8/2015,12/31/20,12,USA/CB1,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User265,2514,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,49,USA/CB1,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,User266,2515,Java Developer,Jr. adv,CLI5,Samsung,CLA059,SamGlob,6/8/2015,12/31/20,57,USA/CB1,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User267,2516,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,84,USA/CB1,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,User333,2517,Java Developer,Jr. adv,CLI5,Samsung,CLA057,SamGlob,6/8/2015,12/31/20,42,USA/CB1,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,User334,2518,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,76,USA/CB1,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user1@mail,User335,2519,SQL Developer,Jr,CLI2,Samsung,CLA059,SamGlob,6/8/2015,12/31/20,5,USA/CB1,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User336,2520,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,70,USA/CB1,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User402,2521,SQL Developer,Jr,CLI2,Samsung,CLA057,SamGlob,6/8/2015,12/31/20,81,USA/CB1,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,User403,2522,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,96,USA/CB1,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,User404,2523,UX,Arq,CLI4,Samsung,CLA059,SamGlob,6/8/2015,12/31/20,75,USA/CB1,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,User405,2524,Java Developer,Jr. adv,CLI5,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,90,USA/CB1,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,User471,2525,Business Analyst,Sr,CLI3,Samsung,CLA057,SamGlob,6/8/2015,12/31/20,77,USA/CB1,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User472,2526,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,52,USA/CB1,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,User473,2527,Java Developer,Jr. adv,CLI5,Samsung,CLA059,SamGlob,6/8/2015,12/31/20,88,USA/CB1,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,User474,2528,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,40,USA/CB1,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,User42,2529,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,88,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,User43,2530,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,16,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User70,2531,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,22,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,User71,2532,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,90,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,User139,2533,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,46,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,User140,2534,Java Developer,Jr. adv,CLI5,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,58,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,User208,2535,Web Mobile Developer,SSr,CLI1,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,8,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,User209,2536,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,39,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,User277,2537,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,88,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User278,2538,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,89,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,User346,2539,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,72,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,User347,2540,Java Developer,Jr. adv,CLI5,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,14,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,User415,2541,Web Mobile Developer,SSr,CLI1,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,56,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,User416,2542,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,6,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,User484,2543,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,100,USA/CB1,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,User485,2544,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,89,USA/CB1,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,User40,2545,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,42,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,User41,2546,Java Developer,Jr. adv,CLI5,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,31,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User72,2547,Java Developer,Jr. adv,CLI5,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,49,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,User73,2548,Web Mobile Developer,SSr,CLI1,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,97,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,User141,2549,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,66,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,User142,2550,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,80,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User210,2551,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,41,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,User211,2552,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,43,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,User279,2553,Java Developer,Jr. adv,CLI5,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,33,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User280,2554,Web Mobile Developer,SSr,CLI1,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,26,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,User348,2555,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,16,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User349,2556,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,42,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User417,2557,Business Analyst,Sr,CLI3,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,24,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User418,2558,UX,Arq,CLI4,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,62,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,User486,2559,Java Developer,Jr. adv,CLI5,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,89,USA/CB1,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User487,2560,Web Mobile Developer,SSr,CLI1,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,65,USA/CB1,Juan Perez,AR/CB5,Mario Almda,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,User38,2561,SQL Developer,Jr,CLI2,Samsung,CLA056,SamGlob,6/8/2015,12/31/20,1,USA/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,User39,2562,Business Analyst,Sr,CLI3,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,66,USA/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,User74,2563,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,7,USA/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,User75,2564,Business Analyst,Sr,CLI3,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,4,USA/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,User143,2565,UX,Arq,CLI4,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,74,USA/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,User144,2566,Java Developer,Jr. adv,CLI5,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,67,USA/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User212,2567,Java Developer,Jr. adv,CLI5,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,84,USA/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,User213,2568,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,77,USA/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User281,2569,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Mobile,6/8/2015,12/31/20,29,USA/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
